NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
Yuri Albuquerque;Yuri.Albuquerque21@yahoo.com;27258-259;Antônio Alameda;263;São Gonçalo;Sergipe;Brinquedos, Filmes & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/639.jpg
Enzo Costa;Enzo.Costa8@yahoo.com;89639-105;Moraes Alameda;867;Recife;Amazonas;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/437.jpg
Vitória Martins;Vitoria5@yahoo.com;24919-873;Pedro Henrique Rua;330;Betim;Minas Gerais;Casa & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/157.jpg
Arthur Macedo;Arthur3@live.com;77984-516;Oliveira Alameda;381;Osasco;Santa Catarina;Casa, Jóias & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/499.jpg
Alexandre Reis;Alexandre_Reis@gmail.com;61078-106;Rebeca Rua;489;Manaus;Mato Grosso;Música & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/229.jpg
Vitor Batista;Vitor_Batista@bol.com.br;72201-735;Macedo Travessa;309;Macapá;Paraíba;Beleza & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/85.jpg
Marcela Santos;Marcela_Santos27@yahoo.com;00940-996;Franco Avenida;686;Rio Branco;Sergipe;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/951.jpg
Benício Souza;Benicio.Souza@yahoo.com;50662-090;Benjamin Marginal;920;Juiz de Fora;Piauí;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/346.jpg
Sara Macedo;Sara.Macedo@hotmail.com;69863-560;Isabelly Rodovia;94;Sumaré;Piauí;Automotivo & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1008.jpg
Anthony Nogueira;Anthony_Nogueira73@bol.com.br;97122-420;Pereira Travessa;623;Serra;Bahia;Música & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/689.jpg
Paula Barros;Paula.Barros67@live.com;18047-951;Reis Rodovia;482;São Bernardo do Campo;Sergipe;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/38.jpg
Fabiano Martins;Fabiano.Martins82@hotmail.com;35235-887;Reis Rodovia;939;Belém;São Paulo;Automotivo & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1099.jpg
Maria Helena Santos;MariaHelena62@hotmail.com;17440-016;Ana Clara Rua;934;Jaboatão dos Guararapes;Roraima;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1162.jpg
Bruna Moreira;Bruna_Moreira@live.com;87846-750;Yago Rodovia;911;Campina Grande;Rio de Janeiro;Sapatos, Bebê & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1142.jpg
Rebeca Silva;Rebeca_Silva@live.com;91315-003;Macedo Alameda;272;Sorocaba;Pará;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/256.jpg
Daniel Moreira;Daniel82@live.com;73098-179;Hélio Rua;691;Ponta Grossa;Paraíba;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/214.jpg
Maria Luiza Reis;MariaLuiza76@live.com;89186-074;Manuela Rua;76;Fortaleza;Rio Grande do Sul;Saúde & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/530.jpg
Bryan Batista;Bryan_Batista49@hotmail.com;39001-578;Melo Alameda;950;Blumenau;Bahia;Casa, Jogos & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/915.jpg
Yago Carvalho;Yago95@gmail.com;35232-313;Elísio Alameda;156;Pelotas;Piauí;Filmes & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/41.jpg
Benício Costa;Benicio_Costa22@hotmail.com;23565-455;Santos Avenida;71;Palmas;Roraima;Bebê, Crianças & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/632.jpg
Marina Reis;Marina77@yahoo.com;50238-484;Davi Alameda;887;São Paulo;Distrito Federal;Brinquedos, Livros & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1037.jpg
Warley Santos;Warley.Santos@live.com;46661-865;Ana Luiza Avenida;130;Santarém;Mato Grosso do Sul;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/688.jpg
Janaína Reis;Janaina.Reis37@live.com;19611-273;Oliveira Rodovia;412;Feira de Santana;Mato Grosso do Sul;Industrial & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/102.jpg
Vitor Xavier;Vitor91@bol.com.br;10992-188;Anthony Rodovia;259;Curitiba;Sergipe;Bebê, Esportes & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/537.jpg
Giovanna Saraiva;Giovanna.Saraiva23@live.com;62515-584;Maria Clara Travessa;796;Várzea Grande;Mato Grosso;Brinquedos & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/409.jpg
Silas Reis;Silas_Reis51@gmail.com;29492-368;Fábio Rodovia;500;Uberlândia;Sergipe;Mercearia, Esportes & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/979.jpg
Emanuel Oliveira;Emanuel_Oliveira13@live.com;51217-938;Nogueira Rodovia;182;Santo André;Alagoas;Turismo, Livros & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1134.jpg
Enzo Moreira;Enzo_Moreira@hotmail.com;02459-470;Sophia Marginal;26;Feira de Santana;Acre;Saúde & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/386.jpg
Matheus Saraiva;Matheus_Saraiva@hotmail.com;35144-933;Barros Avenida;362;Serra;Distrito Federal;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/108.jpg
Henrique Batista;Henrique.Batista@hotmail.com;94667-614;Eloá Alameda;325;Paulista;Piauí;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/265.jpg
Alessandra Reis;Alessandra1@bol.com.br;82278-747;Júlio César Rodovia;384;Petrolina;Mato Grosso do Sul;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/443.jpg
Deneval Xavier;Deneval_Xavier@yahoo.com;35026-902;Washington Rodovia;891;Serra;Acre;Mercearia, Ferramentas & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1072.jpg
Célia Franco;Celia_Franco86@gmail.com;02606-862;Ígor Alameda;131;Santos;Rio Grande do Norte;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/965.jpg
Giovanna Santos;Giovanna_Santos39@yahoo.com;03988-859;Silas Alameda;179;Vitória;Mato Grosso;Turismo & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/340.jpg
Larissa Batista;Larissa81@yahoo.com;17013-957;Isabella Avenida;774;Joinville;Ceará;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1197.jpg
Antonella Souza;Antonella.Souza57@hotmail.com;12211-267;Nogueira Alameda;208;São Gonçalo;Acre;Livros & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1174.jpg
Júlio Moraes;Julio.Moraes25@yahoo.com;48312-355;Costa Travessa;659;Pelotas;Ceará;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/433.jpg
Lavínia Oliveira;Lavinia.Oliveira66@live.com;16760-717;Caio Rodovia;377;São Vicente;Maranhão;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/987.jpg
Natália Carvalho;Natalia17@hotmail.com;66108-468;Moraes Rodovia;799;Mauá;Sergipe;Crianças, Brinquedos & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/338.jpg
Frederico Silva;Frederico_Silva@hotmail.com;64101-382;Maria Helena Rodovia;163;Maceió;Roraima;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/608.jpg
Karla Batista;Karla_Batista20@yahoo.com;26394-805;Yuri Travessa;760;Ribeirão Preto;Paraná;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/85.jpg
Silas Moraes;Silas_Moraes@gmail.com;99440-841;Albuquerque Rua;845;Guarulhos;Sergipe;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/814.jpg
Maria Cecília Batista;MariaCecilia.Batista15@live.com;32534-160;Barros Rua;67;Contagem;Minas Gerais;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1030.jpg
Fabiano Pereira;Fabiano_Pereira@hotmail.com;65665-615;Núbia Marginal;120;Bauru;Distrito Federal;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/873.jpg
Maria Eduarda Carvalho;MariaEduarda_Carvalho14@bol.com.br;60485-535;Leonardo Marginal;976;Sumaré;Pará;Turismo, Sapatos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/286.jpg
Ladislau Costa;Ladislau_Costa97@hotmail.com;66596-860;Reis Rua;677;Várzea Grande;Alagoas;Beleza, Computadores & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/611.jpg
Gael Silva;Gael.Silva@bol.com.br;90003-292;Norberto Travessa;188;Diadema;Roraima;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/312.jpg
Ofélia Moreira;Ofelia_Moreira39@hotmail.com;27408-993;Gael Alameda;638;Boa Vista;Mato Grosso;Jóias & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/506.jpg
Tertuliano Saraiva;Tertuliano_Saraiva78@yahoo.com;53934-729;Moreira Avenida;462;Goiânia;Mato Grosso;Industrial & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/964.jpg
Fabiano Carvalho;Fabiano29@bol.com.br;57640-470;Sílvia Rodovia;337;Caruaru;Bahia;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/863.jpg
Ana Luiza Batista;AnaLuiza76@bol.com.br;62904-650;Moreira Avenida;161;Aracaju;Paraíba;Brinquedos, Eletrônicos & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/939.jpg
Ladislau Santos;Ladislau.Santos@live.com;32924-852;Franco Rua;774;São José dos Pinhais;Goiás;Industrial & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/564.jpg
Aline Martins;Aline58@live.com;62929-429;Elisa Rodovia;860;Mogi das Cruzes;Bahia;Beleza & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/296.jpg
Norberto Melo;Norberto_Melo@hotmail.com;97440-850;Oliveira Rodovia;658;São João de Meriti;Paraná;Saúde, Roupas & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/817.jpg
Eduarda Nogueira;Eduarda.Nogueira30@live.com;21636-056;Albuquerque Rodovia;734;Bauru;Rio Grande do Sul;Casa, Brinquedos & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/975.jpg
João Miguel Reis;JoaoMiguel40@bol.com.br;79969-053;Gustavo Avenida;142;Sorocaba;Amapá;Beleza & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/284.jpg
Roberta Silva;Roberta_Silva34@gmail.com;01645-851;Eduarda Avenida;465;Caucaia;Mato Grosso do Sul;Sapatos, Música & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/513.jpg
Sara Reis;Sara_Reis58@live.com;46389-975;Ana Laura Avenida;81;Camaçari;Rio Grande do Sul;Beleza, Jóias & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/56.jpg
Larissa Melo;Larissa.Melo25@hotmail.com;89470-563;Batista Marginal;585;Bauru;Rio de Janeiro;Livros & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1191.jpg
Enzo Gabriel Moreira;EnzoGabriel56@bol.com.br;32249-715;Isabel Avenida;989;Belford Roxo;Mato Grosso do Sul;Eletrônicos, Brinquedos & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1189.jpg
Melissa Batista;Melissa58@bol.com.br;51553-070;Anthony Marginal;137;Goiânia;Mato Grosso do Sul;Bebê, Sapatos & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/267.jpg
Noah Silva;Noah_Silva@hotmail.com;61297-482;Melissa Marginal;670;João Pessoa;Pernambuco;Jardim, Saúde & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1084.jpg
Yasmin Martins;Yasmin.Martins67@yahoo.com;71236-181;Saraiva Travessa;568;Piracicaba;Santa Catarina;Roupas & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1150.jpg
Ana Clara Oliveira;AnaClara_Oliveira20@live.com;38798-346;Reis Alameda;769;São José dos Campos;Paraíba;Automotivo, Automotivo & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/300.jpg
Aline Pereira;Aline3@bol.com.br;78874-415;Beatriz Travessa;249;Mauá;Bahia;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1085.jpg
Morgana Nogueira;Morgana69@live.com;15415-157;Paulo Travessa;590;Ribeirão das Neves;Piauí;Industrial & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/725.jpg
Ígor Saraiva;Igor_Saraiva@hotmail.com;35586-608;Noah Marginal;817;Joinville;Piauí;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/585.jpg
Margarida Barros;Margarida_Barros46@live.com;39069-935;Oliveira Marginal;764;Guarulhos;Bahia;Ferramentas & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/43.jpg
Melissa Nogueira;Melissa31@hotmail.com;59803-715;Barros Rodovia;147;Caruaru;São Paulo;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1177.jpg
Gabriel Saraiva;Gabriel99@live.com;43214-594;Albuquerque Alameda;73;Contagem;Espírito Santo;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1220.jpg
Hugo Reis;Hugo.Reis@yahoo.com;55123-953;Emanuel Rodovia;41;São Luís;Sergipe;Beleza, Música & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/96.jpg
Davi Silva;Davi19@live.com;41427-561;Macedo Rodovia;699;Caucaia;Tocantins;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/233.jpg
Enzo Gabriel Braga;EnzoGabriel0@yahoo.com;54875-774;Maria Clara Travessa;161;Campina Grande;Santa Catarina;Brinquedos, Beleza & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1064.jpg
César Batista;Cesar.Batista19@gmail.com;28547-488;César Avenida;993;Mogi das Cruzes;Pará;Jóias, Jogos & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/768.jpg
Guilherme Barros;Guilherme_Barros14@yahoo.com;40231-424;Eduarda Travessa;311;Aracaju;Paraíba;Mercearia, Roupas & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/814.jpg
Aline Silva;Aline_Silva0@hotmail.com;24519-429;Washington Alameda;51;Juiz de Fora;Pará;Filmes & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/536.jpg
Ana Laura Saraiva;AnaLaura.Saraiva38@hotmail.com;98899-795;Moreira Avenida;73;Blumenau;Bahia;Música, Eletrônicos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/66.jpg
Maria Eduarda Nogueira;MariaEduarda.Nogueira76@hotmail.com;59328-935;Souza Avenida;301;Diadema;São Paulo;Beleza, Jardim & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/896.jpg
Frederico Braga;Frederico.Braga98@bol.com.br;29880-919;Núbia Rodovia;283;São José dos Pinhais;Bahia;Filmes & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/914.jpg
Antônio Nogueira;Antonio_Nogueira5@live.com;87812-990;Yango Rodovia;128;São Luís;Rondônia;Eletrônicos, Livros & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/299.jpg
Frederico Batista;Frederico_Batista@yahoo.com;98630-172;Yango Avenida;322;Suzano;Paraíba;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/511.jpg
Davi Lucca Carvalho;DaviLucca_Carvalho49@yahoo.com;19721-464;Reis Avenida;543;Campinas;Tocantins;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/969.jpg
Gustavo Santos;Gustavo_Santos@yahoo.com;10566-968;Alexandre Rua;564;Aparecida de Goiânia;Distrito Federal;Brinquedos, Casa & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/170.jpg
Margarida Franco;Margarida.Franco@gmail.com;03719-487;Souza Travessa;34;Porto Velho;Roraima;Mercearia, Automotivo & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/127.jpg
Liz Moreira;Liz_Moreira82@hotmail.com;27347-201;Albuquerque Marginal;173;Mossoró;Pará;Mercearia, Industrial & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/928.jpg
Roberto Carvalho;Roberto_Carvalho99@hotmail.com;46860-180;Karla Alameda;610;Contagem;São Paulo;Filmes, Computadores & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/81.jpg
Silas Barros;Silas.Barros@bol.com.br;22184-713;João Miguel Rua;41;Praia Grande;São Paulo;Beleza & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1214.jpg
Gúbio Saraiva;Gubio55@gmail.com;23178-338;Albuquerque Rodovia;472;Ribeirão Preto;Paraná;Jogos, Ferramentas & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/686.jpg
Sarah Franco;Sarah84@yahoo.com;02906-924;Fabiano Travessa;445;Recife;Paraná;Saúde, Industrial & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/324.jpg
Ladislau Silva;Ladislau.Silva@live.com;99958-371;Antônio Marginal;641;Camaçari;Mato Grosso do Sul;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/656.jpg
Maria Eduarda Reis;MariaEduarda.Reis30@bol.com.br;18467-007;Alícia Rua;743;Porto Alegre;Distrito Federal;Beleza, Bebê & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1051.jpg
Isis Oliveira;Isis25@live.com;18978-369;Macedo Avenida;588;Cuiabá;Maranhão;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/399.jpg
Eduarda Xavier;Eduarda.Xavier@live.com;11548-634;Elísio Marginal;791;Mogi das Cruzes;São Paulo;Saúde, Casa & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1047.jpg
Pedro Nogueira;Pedro.Nogueira1@yahoo.com;24477-759;Carvalho Marginal;810;Boa Vista;São Paulo;Ferramentas & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/696.jpg
Sílvia Albuquerque;Silvia_Albuquerque96@gmail.com;18138-774;Marcelo Travessa;35;Petrópolis;Ceará;Saúde, Filmes & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/766.jpg
Davi Lucca Saraiva;DaviLucca.Saraiva@live.com;72304-894;Sophia Alameda;99;Paulista;Alagoas;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1053.jpg
Ladislau Martins;Ladislau92@bol.com.br;57442-660;Franco Marginal;287;Natal;Pará;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/733.jpg
Márcia Batista;Marcia.Batista@gmail.com;09253-254;Sirineu Rua;297;Uberlândia;Bahia;Música, Beleza & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/282.jpg
Joaquim Batista;Joaquim_Batista89@gmail.com;48149-623;Benício Rodovia;870;Cascavel;Maranhão;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/779.jpg
Dalila Martins;Dalila42@live.com;65270-147;Hugo Rua;396;Betim;Amazonas;Industrial & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1112.jpg
