NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
Norberto Souza;Norberto_Souza38@gmail.com;21289-524;Moreira Rua;208;Belo Horizonte;Sergipe;Turismo, Beleza & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/70.jpg
Maria Luiza Martins;MariaLuiza26@gmail.com;91673-411;Ana Júlia Rua;626;Nova Iguaçu;Ceará;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/910.jpg
Deneval Franco;Deneval.Franco87@bol.com.br;11155-466;Albuquerque Rua;16;Juiz de Fora;Minas Gerais;Computadores, Beleza & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/23.jpg
Talita Saraiva;Talita_Saraiva@live.com;23501-664;Davi Alameda;800;Ribeirão Preto;Alagoas;Automotivo, Mercearia & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/164.jpg
Ana Clara Carvalho;AnaClara_Carvalho@yahoo.com;59947-417;Saraiva Rua;907;Canoas;Bahia;Roupas & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/509.jpg
Ana Clara Batista;AnaClara50@hotmail.com;16586-192;Bryan Rodovia;267;Florianópolis;Tocantins;Turismo, Jogos & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/747.jpg
João Macedo;Joao51@bol.com.br;03168-950;Braga Alameda;474;Santa Maria;Mato Grosso;Sapatos & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/858.jpg
Maria Luiza Oliveira;MariaLuiza87@yahoo.com;00418-657;Barros Rua;776;Aracaju;Bahia;Beleza & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1032.jpg
Breno Moraes;Breno_Moraes49@bol.com.br;26024-588;Albuquerque Avenida;756;Campina Grande;Ceará;Computadores, Automotivo & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/216.jpg
Marli Albuquerque;Marli.Albuquerque50@yahoo.com;47832-723;Gúbio Marginal;106;Niterói;Pará;Música & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/773.jpg
Víctor Nogueira;Victor.Nogueira@hotmail.com;81570-826;Pereira Rua;326;Duque de Caxias;Tocantins;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/798.jpg
Dalila Nogueira;Dalila_Nogueira11@yahoo.com;09849-478;Franco Alameda;33;Ananindeua;Minas Gerais;Crianças, Ferramentas & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/557.jpg
Ana Luiza Reis;AnaLuiza.Reis@gmail.com;81549-573;Braga Marginal;426;São José dos Campos;Espírito Santo;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/951.jpg
Alícia Silva;Alicia_Silva82@live.com;17741-402;Vitória Marginal;870;Itaquaquecetuba;São Paulo;Sapatos & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/985.jpg
Roberto Macedo;Roberto.Macedo87@gmail.com;82663-402;Costa Rodovia;321;Gravataí;Amapá;Casa & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/517.jpg
Frederico Albuquerque;Frederico31@live.com;32757-834;Lorena Avenida;409;São Vicente;Ceará;Música, Mercearia & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/190.jpg
Nicolas Oliveira;Nicolas_Oliveira@live.com;20593-632;Martins Rodovia;768;Campos dos Goytacazes;Pará;Filmes, Roupas & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/581.jpg
Manuela Costa;Manuela.Costa@live.com;85042-855;Júlio César Alameda;634;Sumaré;Paraíba;Filmes, Esportes & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1076.jpg
Théo Melo;Theo11@hotmail.com;77909-411;Souza Marginal;329;Florianópolis;Ceará;Beleza & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/871.jpg
Gúbio Macedo;Gubio.Macedo@live.com;43146-979;Eduarda Marginal;20;Pelotas;Paraíba;Brinquedos, Livros & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/181.jpg
Manuela Braga;Manuela.Braga4@live.com;57679-987;Hélio Rodovia;70;Belo Horizonte;Pernambuco;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/815.jpg
Isabel Macedo;Isabel.Macedo67@gmail.com;36867-573;Reis Rua;830;Guarujá;Maranhão;Computadores & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/733.jpg
Ana Clara Moreira;AnaClara11@bol.com.br;46416-782;Enzo Gabriel Alameda;111;Campos dos Goytacazes;Minas Gerais;Turismo, Crianças & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/185.jpg
Giovanna Saraiva;Giovanna4@yahoo.com;23193-975;Feliciano Alameda;132;Uberlândia;Rio de Janeiro;Bebê, Filmes & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/523.jpg
Roberta Nogueira;Roberta.Nogueira@gmail.com;68187-940;Carvalho Avenida;542;Carapicuíba;Pará;Bebê, Eletrônicos & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1135.jpg
Miguel Saraiva;Miguel_Saraiva32@live.com;24924-506;Paula Alameda;476;Serra;Pernambuco;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1187.jpg
Lucas Martins;Lucas_Martins89@live.com;77632-815;Leonardo Alameda;678;Aparecida de Goiânia;Tocantins;Casa & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1238.jpg
Melissa Albuquerque;Melissa.Albuquerque0@gmail.com;73342-544;Enzo Travessa;610;Ponta Grossa;Ceará;Bebê, Livros & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1174.jpg
Marcela Batista;Marcela.Batista@live.com;91382-207;Moraes Avenida;692;Vitória da Conquista;Tocantins;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/195.jpg
Théo Batista;Theo.Batista72@yahoo.com;42408-965;Silva Alameda;153;São Bernardo do Campo;Alagoas;Bebê & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/233.jpg
Nataniel Macedo;Nataniel71@bol.com.br;13230-840;Carvalho Rodovia;574;São José dos Campos;Bahia;Filmes & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/672.jpg
Isabel Melo;Isabel7@hotmail.com;41902-765;Souza Travessa;447;Feira de Santana;Espírito Santo;Industrial & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/242.jpg
Alícia Xavier;Alicia.Xavier78@live.com;52654-611;Ladislau Alameda;679;Vitória;Tocantins;Filmes, Ferramentas & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/537.jpg
Talita Franco;Talita.Franco@live.com;96942-920;Clara Avenida;697;Olinda;Rio Grande do Norte;Computadores, Bebê & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/555.jpg
João Santos;Joao19@hotmail.com;85061-945;Nogueira Alameda;52;Montes Claros;Tocantins;Jardim & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/561.jpg
Pedro Henrique Carvalho;PedroHenrique13@gmail.com;70769-065;Fabiano Marginal;74;Rio de Janeiro;Minas Gerais;Saúde, Automotivo & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/752.jpg
Yuri Martins;Yuri_Martins92@live.com;39320-187;Moreira Marginal;579;Santos;Goiás;Livros, Filmes & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/524.jpg
Benjamin Moraes;Benjamin.Moraes4@gmail.com;06981-527;Xavier Travessa;860;Porto Alegre;Rio Grande do Sul;Eletrônicos, Computadores & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/735.jpg
Hugo Souza;Hugo20@bol.com.br;05649-718;Pereira Avenida;146;Campos dos Goytacazes;Rio de Janeiro;Computadores & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/732.jpg
Hélio Saraiva;Helio.Saraiva69@hotmail.com;22710-218;Lorenzo Avenida;961;Camaçari;Mato Grosso;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/569.jpg
Lavínia Franco;Lavinia_Franco@bol.com.br;99238-189;Albuquerque Rua;403;São José dos Pinhais;Goiás;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/812.jpg
Maria Macedo;Maria95@hotmail.com;36589-750;Isabel Rodovia;673;Teresina;Mato Grosso;Jogos & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/552.jpg
Júlio Martins;Julio_Martins@live.com;12701-283;Morgana Rodovia;990;Cuiabá;Alagoas;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1157.jpg
Kléber Santos;Kleber12@gmail.com;53295-295;Valentina Travessa;893;Suzano;Mato Grosso do Sul;Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/777.jpg
Ana Júlia Carvalho;AnaJulia45@live.com;47349-192;Batista Travessa;411;Ponta Grossa;Bahia;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/856.jpg
Eduarda Carvalho;Eduarda74@live.com;20071-951;Carvalho Avenida;55;Santarém;Maranhão;Brinquedos & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/138.jpg
Nicolas Souza;Nicolas.Souza@gmail.com;21470-004;Xavier Rua;308;Boa Vista;Alagoas;Bebê & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/957.jpg
Júlio Reis;Julio_Reis89@hotmail.com;14015-875;Vitor Avenida;558;Belém;Pará;Bebê, Eletrônicos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/142.jpg
Meire Braga;Meire.Braga90@bol.com.br;72836-971;Martins Avenida;349;Taboão da Serra;Goiás;Automotivo & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1071.jpg
Heitor Albuquerque;Heitor42@gmail.com;59969-957;Gabriel Avenida;72;Sumaré;Piauí;Música, Computadores & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/960.jpg
Sarah Macedo;Sarah.Macedo18@hotmail.com;38776-427;Martins Rua;214;Vitória;Roraima;Jogos, Jogos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/923.jpg
Meire Martins;Meire_Martins60@hotmail.com;70491-808;Noah Alameda;684;Blumenau;Goiás;Ferramentas & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/9.jpg
Samuel Franco;Samuel.Franco71@yahoo.com;86817-595;Souza Marginal;118;Ponta Grossa;Paraíba;Turismo, Casa & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/826.jpg
Suélen Batista;Suelen76@live.com;99923-942;Braga Avenida;509;São Paulo;Amapá;Bebê, Música & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/0.jpg
Vicente Santos;Vicente98@yahoo.com;02761-408;Guilherme Alameda;750;São José do Rio Preto;Mato Grosso do Sul;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/28.jpg
Sílvia Costa;Silvia_Costa41@bol.com.br;11336-671;Xavier Marginal;378;Boa Vista;Rio de Janeiro;Música, Mercearia & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/441.jpg
Manuela Melo;Manuela.Melo54@bol.com.br;14452-505;Moraes Rua;524;São José do Rio Preto;Rondônia;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/298.jpg
Bernardo Pereira;Bernardo19@live.com;97910-923;Melo Marginal;884;Taubaté;Mato Grosso do Sul;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/184.jpg
Lorraine Santos;Lorraine_Santos@live.com;26889-507;Silva Rodovia;267;Petrópolis;Santa Catarina;Filmes & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/837.jpg
Ígor Braga;Igor3@bol.com.br;01379-128;Maria Luiza Alameda;440;Vitória da Conquista;Ceará;Industrial & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/892.jpg
Isaac Oliveira;Isaac.Oliveira@hotmail.com;14525-400;Costa Alameda;589;Contagem;Alagoas;Sapatos & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/807.jpg
Maria Júlia Silva;MariaJulia24@hotmail.com;45370-315;Célia Travessa;863;Olinda;Paraná;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/628.jpg
Pedro Melo;Pedro72@hotmail.com;20305-053;Théo Rodovia;93;Belford Roxo;Amazonas;Filmes & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/295.jpg
Ana Luiza Batista;AnaLuiza_Batista@hotmail.com;10128-856;Gustavo Marginal;613;Caucaia;Mato Grosso do Sul;Eletrônicos, Sapatos & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1023.jpg
Giovanna Reis;Giovanna.Reis49@bol.com.br;56902-938;Eduardo Rua;531;Petrópolis;Maranhão;Turismo, Sapatos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1.jpg
Cecília Saraiva;Cecilia.Saraiva95@live.com;93557-645;Martins Rodovia;878;Santarém;Mato Grosso;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1115.jpg
Cauã Santos;Caua_Santos51@live.com;85015-153;Carvalho Travessa;354;Sumaré;Ceará;Beleza & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/33.jpg
Davi Xavier;Davi89@gmail.com;54773-209;Rafaela Avenida;729;Caucaia;São Paulo;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/374.jpg
Dalila Silva;Dalila78@yahoo.com;87602-955;Batista Alameda;828;São Bernardo do Campo;Ceará;Esportes, Brinquedos & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/307.jpg
Calebe Souza;Calebe.Souza@live.com;53806-318;Pereira Avenida;256;Maringá;Distrito Federal;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/272.jpg
Antonella Macedo;Antonella82@live.com;85160-524;Macedo Travessa;830;São Luís;Sergipe;Bebê & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1189.jpg
Karla Albuquerque;Karla_Albuquerque82@gmail.com;51848-201;Félix Travessa;907;Santarém;Maranhão;Beleza, Jogos & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/184.jpg
Ana Luiza Braga;AnaLuiza.Braga10@yahoo.com;00180-363;Braga Travessa;498;Teresina;Piauí;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/908.jpg
Rafaela Martins;Rafaela27@live.com;78773-769;Costa Rodovia;368;Campos dos Goytacazes;Ceará;Livros & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/758.jpg
Bruna Macedo;Bruna14@bol.com.br;70571-735;Albuquerque Travessa;616;Ponta Grossa;Paraíba;Música & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/933.jpg
Karla Moraes;Karla12@bol.com.br;73623-550;Nicolas Avenida;396;Cariacica;Mato Grosso;Mercearia & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/110.jpg
Maria Júlia Franco;MariaJulia98@gmail.com;06316-149;Carvalho Avenida;839;Blumenau;Acre;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/16.jpg
Talita Melo;Talita_Melo@yahoo.com;64256-817;Breno Avenida;218;Carapicuíba;Rondônia;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/334.jpg
Feliciano Santos;Feliciano_Santos7@yahoo.com;03115-651;Vicente Avenida;720;Jundiaí;Santa Catarina;Música, Ferramentas & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/969.jpg
Pablo Franco;Pablo_Franco@live.com;54667-410;Xavier Avenida;497;Caruaru;Distrito Federal;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/439.jpg
Maria Barros;Maria98@yahoo.com;26788-379;Pedro Henrique Marginal;177;Mossoró;Paraíba;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/634.jpg
Heitor Batista;Heitor_Batista@gmail.com;55976-040;Isabela Travessa;130;Joinville;Espírito Santo;Beleza & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1114.jpg
Emanuel Albuquerque;Emanuel_Albuquerque@live.com;02319-367;Gabriel Rua;270;São Bernardo do Campo;Amazonas;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/414.jpg
Elisa Moreira;Elisa.Moreira72@yahoo.com;03730-258;Feliciano Rodovia;630;Brasília;Bahia;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/837.jpg
Nataniel Carvalho;Nataniel_Carvalho66@hotmail.com;84862-873;Lorena Avenida;939;Taboão da Serra;Maranhão;Filmes & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/870.jpg
Liz Pereira;Liz32@live.com;79388-599;Isadora Rodovia;889;Praia Grande;Minas Gerais;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/957.jpg
Enzo Xavier;Enzo.Xavier43@live.com;04124-206;Nogueira Rodovia;339;Caucaia;Mato Grosso do Sul;Jóias, Música & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1058.jpg
Guilherme Melo;Guilherme_Melo@live.com;56809-512;Batista Avenida;179;Vitória;Amapá;Bebê, Beleza & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/360.jpg
Ricardo Macedo;Ricardo.Macedo@bol.com.br;67727-049;Moraes Marginal;947;Cuiabá;Tocantins;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/545.jpg
Sílvia Macedo;Silvia33@hotmail.com;53193-757;Larissa Travessa;673;Várzea Grande;Paraíba;Crianças, Jardim & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/105.jpg
César Franco;Cesar.Franco22@hotmail.com;20470-702;Reis Rua;550;Florianópolis;Amazonas;Mercearia, Crianças & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1238.jpg
Lívia Saraiva;Livia57@gmail.com;19689-218;Santos Marginal;694;Londrina;Amapá;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1110.jpg
Helena Melo;Helena.Melo@yahoo.com;84567-847;Joana Rodovia;602;Campinas;Minas Gerais;Jardim, Eletrônicos & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/232.jpg
Márcia Franco;Marcia.Franco@hotmail.com;80253-012;Felipe Marginal;705;Sorocaba;São Paulo;Crianças, Sapatos & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/418.jpg
Fábio Martins;Fabio.Martins@gmail.com;52073-069;Rafael Alameda;382;Campinas;Roraima;Automotivo & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/993.jpg
Raul Macedo;Raul.Macedo@yahoo.com;03688-009;Elisa Alameda;539;Uberlândia;Santa Catarina;Eletrônicos, Livros & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/222.jpg
Ana Clara Reis;AnaClara_Reis@live.com;18837-262;Rafaela Alameda;589;São José dos Campos;Rondônia;Turismo, Saúde & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/909.jpg
Samuel Braga;Samuel_Braga45@yahoo.com;33706-550;Aline Avenida;387;Caxias do Sul;Acre;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/766.jpg
Miguel Costa;Miguel38@yahoo.com;34779-246;Bryan Alameda;371;Guarujá;Mato Grosso;Filmes & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/68.jpg
Lucca Carvalho;Lucca.Carvalho@gmail.com;64230-748;Souza Marginal;533;Blumenau;Santa Catarina;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1037.jpg
