NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
Carlos Carvalho;Carlos13@yahoo.com;75633-698;Carvalho Marginal;247;Piracicaba;Minas Gerais;Bebê & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1189.jpg
Gabriel Reis;Gabriel.Reis@yahoo.com;26222-321;Tertuliano Avenida;979;Ananindeua;Amazonas;Saúde, Roupas & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/314.jpg
Júlio César Santos;JulioCesar.Santos5@bol.com.br;01529-095;Sarah Travessa;343;Campinas;Goiás;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/119.jpg
Ana Laura Saraiva;AnaLaura_Saraiva94@yahoo.com;68474-466;Ricardo Alameda;584;Mauá;Paraná;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/345.jpg
Isis Braga;Isis_Braga90@hotmail.com;04078-501;Rafael Avenida;962;Juiz de Fora;Amazonas;Ferramentas, Brinquedos & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/130.jpg
Marcela Saraiva;Marcela25@yahoo.com;63076-452;Oliveira Marginal;25;Florianópolis;Rondônia;Crianças & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/357.jpg
Silas Santos;Silas.Santos73@gmail.com;20721-402;Barros Avenida;28;Salvador;Amapá;Casa & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/407.jpg
Júlia Melo;Julia6@gmail.com;24185-623;Franco Alameda;260;Taboão da Serra;Minas Gerais;Sapatos, Brinquedos & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/640.jpg
Cauã Souza;Caua81@live.com;88803-915;Leonardo Rua;937;Palmas;Ceará;Sapatos & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/786.jpg
Janaína Carvalho;Janaina_Carvalho9@yahoo.com;29509-040;Frederico Rodovia;888;Salvador;Pará;Roupas & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/702.jpg
Samuel Melo;Samuel16@bol.com.br;10482-720;Pereira Travessa;749;Cuiabá;Rio de Janeiro;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1000.jpg
Maria Júlia Santos;MariaJulia_Santos97@gmail.com;00936-225;Silva Avenida;613;Sumaré;Rio Grande do Sul;Mercearia & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/907.jpg
Dalila Martins;Dalila.Martins@live.com;87501-638;Macedo Rua;368;São José do Rio Preto;Alagoas;Roupas, Computadores & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1153.jpg
Elisa Reis;Elisa81@yahoo.com;77593-052;Carvalho Marginal;867;Campos dos Goytacazes;São Paulo;Livros & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/253.jpg
Talita Silva;Talita.Silva@hotmail.com;72668-152;Talita Rua;157;Gravataí;Paraíba;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/797.jpg
Fabrício Batista;Fabricio12@live.com;44079-880;João Lucas Avenida;542;Taboão da Serra;Roraima;Filmes, Jardim & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1244.jpg
Davi Lucca Batista;DaviLucca37@gmail.com;81200-545;Melo Marginal;152;Rio de Janeiro;Rio de Janeiro;Computadores, Crianças & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/162.jpg
Maria Cecília Macedo;MariaCecilia.Macedo18@hotmail.com;78350-523;Xavier Marginal;800;Campo Grande;Espírito Santo;Livros, Saúde & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1058.jpg
Théo Moraes;Theo87@hotmail.com;32205-601;Bruna Rua;304;Camaçari;Tocantins;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/836.jpg
Warley Xavier;Warley.Xavier@live.com;60132-340;Moreira Travessa;779;Blumenau;Espírito Santo;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/833.jpg
Raul Souza;Raul80@gmail.com;95020-393;Janaína Alameda;188;Duque de Caxias;Mato Grosso;Roupas & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/66.jpg
Miguel Saraiva;Miguel.Saraiva12@gmail.com;13011-293;Melo Alameda;856;São João de Meriti;Sergipe;Beleza, Música & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1011.jpg
Maria Eduarda Moreira;MariaEduarda.Moreira62@hotmail.com;06258-724;Oliveira Rua;663;Franca;Rio Grande do Norte;Computadores & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/315.jpg
João Pedro Martins;JoaoPedro73@bol.com.br;68560-371;Gustavo Rodovia;510;Vitória da Conquista;Distrito Federal;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/327.jpg
Warley Macedo;Warley.Macedo@bol.com.br;14465-735;Albuquerque Rodovia;375;Rio de Janeiro;Minas Gerais;Livros, Mercearia & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/755.jpg
Pietro Nogueira;Pietro_Nogueira5@hotmail.com;37042-067;Lorena Avenida;753;Vila Velha;Sergipe;Roupas & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/400.jpg
Fábio Moreira;Fabio.Moreira17@live.com;93105-360;Moreira Rua;913;Santa Maria;Ceará;Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/590.jpg
Felipe Xavier;Felipe_Xavier76@live.com;29054-269;Barros Travessa;177;Santos;Goiás;Ferramentas & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/498.jpg
Murilo Carvalho;Murilo.Carvalho@bol.com.br;07364-952;Ricardo Marginal;229;São João de Meriti;Roraima;Bebê, Livros & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1124.jpg
Gúbio Reis;Gubio88@yahoo.com;15290-305;Pereira Travessa;876;Santos;Santa Catarina;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/937.jpg
Antonella Melo;Antonella_Melo@live.com;70056-860;Samuel Travessa;40;Campinas;Roraima;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1198.jpg
Raul Barros;Raul_Barros35@bol.com.br;04181-548;Saraiva Alameda;642;Taubaté;Mato Grosso;Jardim, Computadores & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/979.jpg
Lorena Moreira;Lorena_Moreira41@live.com;08721-694;Ana Laura Alameda;829;Recife;Rio Grande do Sul;Bebê & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/824.jpg
Yago Moraes;Yago_Moraes@live.com;19619-690;Macedo Travessa;368;Guarujá;Espírito Santo;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/828.jpg
Heitor Albuquerque;Heitor.Albuquerque@live.com;91568-638;Albuquerque Marginal;436;Caruaru;Ceará;Turismo, Sapatos & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/877.jpg
Isis Nogueira;Isis.Nogueira@gmail.com;52245-203;Silva Rua;608;Uberaba;Alagoas;Jogos & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/843.jpg
Yasmin Braga;Yasmin.Braga@gmail.com;38818-745;Breno Rua;456;Mauá;Bahia;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1025.jpg
Anthony Moraes;Anthony92@gmail.com;23564-820;Macedo Rua;979;São Bernardo do Campo;Piauí;Jóias, Brinquedos & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/810.jpg
Márcia Moraes;Marcia_Moraes@yahoo.com;46209-357;Silva Marginal;430;Franca;Distrito Federal;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/319.jpg
Janaína Pereira;Janaina_Pereira57@live.com;18174-054;Marcelo Marginal;650;Cascavel;Piauí;Eletrônicos & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/939.jpg
Sara Pereira;Sara69@gmail.com;27256-786;Albuquerque Rodovia;651;Duque de Caxias;Amazonas;Computadores & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/972.jpg
Meire Saraiva;Meire86@gmail.com;15577-105;Gustavo Rua;331;Palmas;Roraima;Eletrônicos & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1051.jpg
Isabelly Melo;Isabelly87@gmail.com;18720-723;Martins Avenida;672;Petrópolis;Tocantins;Eletrônicos & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/697.jpg
Eloá Batista;Eloa_Batista@hotmail.com;76397-714;Lucas Marginal;487;Palmas;Ceará;Casa & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1219.jpg
Felipe Franco;Felipe.Franco@gmail.com;96040-715;Carvalho Rodovia;275;Juiz de Fora;Minas Gerais;Turismo, Saúde & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/877.jpg
Heloísa Braga;Heloisa72@hotmail.com;30188-428;Braga Travessa;748;Jaboatão dos Guararapes;São Paulo;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/388.jpg
Célia Moreira;Celia_Moreira@gmail.com;72218-911;Roberto Alameda;303;Sorocaba;Santa Catarina;Jóias & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1014.jpg
Maitê Carvalho;Maite80@gmail.com;91320-365;Macedo Rua;948;Cascavel;Amapá;Computadores, Mercearia & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/937.jpg
Sílvia Silva;Silvia96@gmail.com;08160-450;Nogueira Alameda;278;Campina Grande;Goiás;Jardim, Sapatos & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/769.jpg
Lavínia Silva;Lavinia70@hotmail.com;12816-896;Washington Rodovia;67;São Paulo;Pernambuco;Filmes & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1127.jpg
Caio Nogueira;Caio40@hotmail.com;22374-314;Melo Rua;331;São José dos Pinhais;Distrito Federal;Brinquedos, Mercearia & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/612.jpg
Giovanna Martins;Giovanna.Martins57@yahoo.com;20676-387;Oliveira Alameda;355;Contagem;Alagoas;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1116.jpg
Meire Macedo;Meire.Macedo@live.com;90294-303;Clara Rodovia;695;Aracaju;Espírito Santo;Sapatos, Beleza & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/72.jpg
Vitor Melo;Vitor_Melo54@live.com;58971-270;Costa Rodovia;750;Gravataí;Bahia;Beleza, Industrial & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1050.jpg
Nataniel Macedo;Nataniel_Macedo@live.com;19423-247;Paulo Alameda;502;Paulista;Pernambuco;Brinquedos, Crianças & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/897.jpg
Paulo Saraiva;Paulo_Saraiva49@bol.com.br;24974-121;Júlio César Marginal;390;Salvador;Tocantins;Livros, Brinquedos & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/204.jpg
Isabella Barros;Isabella.Barros@bol.com.br;17160-419;Emanuel Marginal;325;Porto Alegre;Rio Grande do Norte;Livros & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/765.jpg
Felícia Batista;Felicia_Batista83@yahoo.com;93898-260;Martins Alameda;833;Taboão da Serra;Piauí;Mercearia, Música & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/403.jpg
Paula Moraes;Paula_Moraes@hotmail.com;49723-950;Felipe Alameda;218;Aracaju;Rio de Janeiro;Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/179.jpg
Vitor Santos;Vitor_Santos4@live.com;81982-473;Pereira Travessa;219;Belém;Acre;Sapatos, Jóias & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/314.jpg
Ana Clara Nogueira;AnaClara98@hotmail.com;29902-791;Pedro Henrique Marginal;112;Campo Grande;Piauí;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/155.jpg
Helena Reis;Helena.Reis@gmail.com;09865-481;Maria Alice Rodovia;850;João Pessoa;Piauí;Ferramentas & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/577.jpg
Beatriz Carvalho;Beatriz.Carvalho97@hotmail.com;37849-279;Macedo Marginal;40;Vila Velha;Mato Grosso;Roupas & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/838.jpg
Lívia Franco;Livia.Franco44@hotmail.com;16140-951;Maitê Rua;71;Bauru;Piauí;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/867.jpg
Janaína Carvalho;Janaina_Carvalho@bol.com.br;66521-073;Carvalho Avenida;858;Salvador;Rio Grande do Norte;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/992.jpg
Rafael Carvalho;Rafael.Carvalho14@gmail.com;88531-407;Oliveira Marginal;116;Anápolis;Bahia;Esportes & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/257.jpg
Ricardo Moreira;Ricardo.Moreira@yahoo.com;60476-430;Barros Travessa;783;Caucaia;Pará;Filmes, Mercearia & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/957.jpg
Elisa Costa;Elisa.Costa72@bol.com.br;53046-621;Carvalho Avenida;10;Londrina;Santa Catarina;Jogos & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1053.jpg
Natália Silva;Natalia59@bol.com.br;14875-064;Batista Rua;441;Sorocaba;Bahia;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/95.jpg
Manuela Saraiva;Manuela_Saraiva@yahoo.com;74820-886;Santos Avenida;549;Duque de Caxias;Acre;Turismo, Beleza & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/282.jpg
Meire Franco;Meire_Franco@gmail.com;31730-900;Pereira Alameda;95;Palmas;Ceará;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/714.jpg
Lavínia Reis;Lavinia.Reis71@gmail.com;79428-548;Lorraine Avenida;173;Boa Vista;Pernambuco;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1146.jpg
Benício Carvalho;Benicio.Carvalho@gmail.com;32273-172;Mariana Alameda;380;Cariacica;Pernambuco;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/591.jpg
Pedro Braga;Pedro96@hotmail.com;03809-030;Margarida Rodovia;654;Maringá;Minas Gerais;Casa & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/974.jpg
Murilo Batista;Murilo97@hotmail.com;05673-339;Martins Rodovia;138;Caucaia;Piauí;Roupas & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/852.jpg
Joaquim Barros;Joaquim_Barros56@bol.com.br;88925-366;Reis Marginal;856;Cariacica;Espírito Santo;Jogos, Jóias & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/227.jpg
Alice Braga;Alice.Braga43@live.com;31271-753;Isabella Avenida;194;Mauá;Maranhão;Jóias, Crianças & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/161.jpg
Ana Laura Carvalho;AnaLaura_Carvalho35@gmail.com;40053-934;Víctor Travessa;186;São Paulo;Sergipe;Turismo & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/542.jpg
Felipe Pereira;Felipe_Pereira83@yahoo.com;91271-997;Melo Marginal;244;São Vicente;Santa Catarina;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/36.jpg
Emanuel Oliveira;Emanuel_Oliveira58@yahoo.com;07012-756;Moreira Travessa;626;Ananindeua;Santa Catarina;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/225.jpg
Melissa Souza;Melissa33@live.com;17204-641;Barros Rodovia;459;Várzea Grande;Rondônia;Ferramentas, Mercearia & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/448.jpg
Roberta Barros;Roberta.Barros47@bol.com.br;51029-220;Henrique Marginal;964;Taboão da Serra;Rio de Janeiro;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/533.jpg
Marina Reis;Marina_Reis@bol.com.br;28146-142;Margarida Alameda;899;Santarém;Rondônia;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/275.jpg
Ana Laura Silva;AnaLaura_Silva17@yahoo.com;99880-950;Moreira Rua;171;Rio Branco;Roraima;Industrial, Crianças & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/939.jpg
Gael Macedo;Gael99@gmail.com;21796-648;Saraiva Rodovia;554;Limeira;Piauí;Roupas & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/50.jpg
Eduardo Batista;Eduardo.Batista45@hotmail.com;59920-356;Reis Rodovia;685;Fortaleza;Sergipe;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/779.jpg
Kléber Carvalho;Kleber.Carvalho72@hotmail.com;00853-634;Félix Rodovia;946;Osasco;Pernambuco;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/370.jpg
Marli Martins;Marli88@bol.com.br;88324-226;Célia Travessa;89;Ananindeua;Paraná;Ferramentas, Livros & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/130.jpg
Calebe Xavier;Calebe_Xavier63@hotmail.com;05187-007;Raul Avenida;865;Nova Iguaçu;Rio Grande do Sul;Ferramentas, Esportes & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/587.jpg
Pedro Saraiva;Pedro93@live.com;48542-657;Helena Alameda;56;Cuiabá;Tocantins;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1129.jpg
Daniel Carvalho;Daniel_Carvalho85@gmail.com;26099-851;Silva Rodovia;293;Caxias do Sul;Paraná;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/177.jpg
Yasmin Barros;Yasmin0@yahoo.com;58056-193;Franco Marginal;623;Taboão da Serra;Pará;Crianças, Saúde & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/599.jpg
Caio Costa;Caio79@bol.com.br;87175-355;Melo Alameda;770;Niterói;Pernambuco;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/953.jpg
Isaac Martins;Isaac96@gmail.com;80044-444;Batista Rodovia;220;Bauru;Pará;Eletrônicos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/994.jpg
Maria Helena Souza;MariaHelena.Souza@live.com;33497-854;Maria Clara Alameda;547;Juiz de Fora;Rio Grande do Norte;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/390.jpg
Maria Luiza Saraiva;MariaLuiza_Saraiva7@hotmail.com;82569-287;Beatriz Avenida;800;Porto Alegre;Pernambuco;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/368.jpg
Maria Clara Macedo;MariaClara2@yahoo.com;15198-697;João Miguel Marginal;300;Vitória da Conquista;Paraíba;Turismo & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/937.jpg
Lavínia Reis;Lavinia_Reis@live.com;08857-228;Théo Rua;611;Palmas;Piauí;Crianças & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/879.jpg
Yuri Carvalho;Yuri_Carvalho24@bol.com.br;95516-590;Beatriz Avenida;629;Paulista;Sergipe;Livros, Automotivo & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1150.jpg
Célia Franco;Celia7@gmail.com;08762-244;Ígor Avenida;168;Sumaré;Maranhão;Casa & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/857.jpg
